"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"4738","TRANSIENT",605,"VW1K","2014-12-26",2,2,"BUSINESS",558,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",358,"Male","36-45","","",10,9,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"4739","TRANSIENT",1214,"VW1K","2014-12-26",2,2,"BUSINESS",187.96,0,"CONFRM","TRANSIENT","","","Past",187.96,"Male","36-45","","",9,10,NA,10,9,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Internet","Promoter"
"4740","TRANSIENT",1035,"DDBL","2014-12-26",2,1,"LEISURE",278,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",278,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"4741","TRANSIENT",1408,"VW1D","2014-12-25",3,2,"BUSINESS",402.3,55,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",402.3,"Male","66-75","","",10,9,9,9,10,10,9,10,10,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"4742","TRANSIENT",1407,"VW1K","2014-12-26",2,2,"LEISURE",298,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",298,"","46-55","","",9,10,NA,10,9,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"4743","TRANSIENT",1023,"KING","2014-12-26",2,2,"BUSINESS",174,0,"CONFRM","TRANSIENT","","","Past",174,"Male","26-35","","",8,9,9,9,8,8,3,7,0,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Opaque","Passive"
"4744","TRANSIENT",1401,"VW1K","2014-12-27",1,2,"LEISURE",179.5,14,"CONFRM","TRANSIENT","UNITED STATES","","Future",199,"Male","46-55","","",9,9,NA,9,7,8,NA,9,8,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"4745","TRANSIENT",1216,"VW1D","2014-12-26",2,3,"LEISURE",328,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",328,"Prefer not to answer","","","",10,10,10,10,10,10,NA,10,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Promoter"
"4746","TRANSIENT",615,"VW1K","2014-12-27",1,2,"LEISURE",149,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",149,"Female","36-45","","",8,8,NA,9,9,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Passive"
"4747","TRANSIENT",212,"DLXN","2014-12-27",1,2,"BUSINESS",73.66,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",34.78,"Female","56-65","","",10,10,10,10,10,10,10,10,8,"Austin","Texas","United States",71,"Hyatt House","",131,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4748","TRANSIENT",214,"DLXN","2014-12-26",2,1,"BUSINESS",178.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",178.2,"Male","18-25","","",8,7,NA,6,8,NA,NA,NA,NA,"Austin","Texas","United States",71,"Hyatt House","",131,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Passive"
"4749","TRANSIENT",113,"EXEN","2014-12-26",2,2,"LEISURE",218,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",218,"Male","66-75","","",9,9,NA,8,10,NA,NA,NA,NA,"Austin","Texas","United States",71,"Hyatt House","",131,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4750","TRANSIENT",417,"KING","2014-12-23",5,2,"BUSINESS",363.35,11.25,"CONFRM","TRANSIENT","","","Future",363.35,"Female","46-55","","",9,9,10,8,10,10,3,9,9,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"4751","TRANSIENT",625,"HFLK","2014-12-27",1,2,"BUSINESS",119.9,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",119.9,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4752","TRANSIENT",522,"KING","2014-12-24",4,3,"LEISURE",360,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",360,"Male","66-75","","",9,8,10,10,10,10,NA,10,8.5,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"4753","TRANSIENT",1026,"KING","2014-12-25",3,1,"BUSINESS",402.3,6.75,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",402.3,"Male","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4754","TRANSIENT",1707,"QNQN","2014-12-26",2,3,"BUSINESS",328.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",328.2,"Male","56-65","","",8,9,8,9,9,9,10,9,9,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Passive"
"4755","TRANSIENT",416,"KING","2014-12-24",4,1,"BUSINESS",256.88,0,"CONFRM","TRANSIENT","","","Future",256.88,"Male","56-65","","",9,9,10,9,10,9,2,10,10,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"4756","TRANSIENT",207,"DDBL","2014-12-23",5,2,"BUSINESS",418.3,7.75,"CONFRM","TRANSIENT","","","Past",418.3,"Male","56-65","","",9,9,10,10,9,9,9,10,9,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"4757","TRANSIENT",931,"QNQN","2014-12-22",6,2,"BUSINESS",700.15,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",134,"Female","56-65","","",7,8,10,9,10,10,9,10,10,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center","Passive"
"4758","TRANSIENT",509,"KING","2014-12-25",3,2,"BUSINESS",231.4,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",89,"Male","46-55","","",10,10,8,10,10,10,NA,10,NA,"Austin","Texas","United States",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel","Promoter"
"4759","TRANSIENT",817,"KING","2014-12-25",3,2,"LEISURE",381,26.75,"CONFRM","TRANSIENT","UNITED STATES","","Future",381,"Male","66-75","","",10,9,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4760","TRANSIENT",1109,"QNQN","2014-12-24",4,1,"BUSINESS",576.4,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",576.4,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4761","TRANSIENT",1017,"KING","2014-12-26",2,2,"BUSINESS",268.2,32.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",268.2,"Male","56-65","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4762","TRANSIENT",1526,"KING","2014-12-26",2,3,"LEISURE",288,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",288,"Male","56-65","","",10,9,NA,9,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4763","TRANSIENT",1219,"VW1K","2014-12-26",2,1,"BUSINESS",254.4,2.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",254.4,"Male","26-35","","",9,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"4764","TRANSIENT",1729,"QNQN","2014-12-27",1,1,"LEISURE",159,3.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",159,"Male","18-25","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Promoter"
"4765","TRANSIENT",228,"KING","2014-12-25",3,2,"BUSINESS",240,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",240,"Male","26-35","","",10,10,10,10,10,10,8,10,9,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center","Promoter"
"4766","TRANSIENT",502,"KNGT","2014-12-26",2,2,"LEISURE",178,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",178,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"4767","TRANSIENT",104,"KING","2014-12-26",2,2,"BUSINESS",112,0,"CONFRM","TRANSIENT","","","Future",112,"Male","56-65","","",9,9,9,10,10,9,NA,9,NA,"College Station","Texas","United States",64,"Hyatt Place","",91,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","","N","N","N","Opaque","Promoter"
"4768","TRANSIENT",405,"KING","2014-12-27",1,1,"LEISURE",103,40.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",103,"Male","56-65","","",10,10,10,10,10,10,10,9,9.33333333333,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"4769","TRANSIENT",409,"KING","2014-12-27",1,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",1,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Global Contact Center","Promoter"
"4770","TRANSIENT",133,"KING","2014-12-26",2,2,"LEISURE",206,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",206,"Male","56-65","","",5,1,NA,2,5,NA,NA,NA,NA,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Global Contact Center","Detractor"
"4771","TRANSIENT",217,"QNQN","2014-12-27",1,2,"LEISURE",119,23.5,"CONFRM","TRANSIENT","UNITED STATES","","Past",119,"Female","26-35","","",9,9,NA,10,10,NA,NA,NA,NA,"Corpus Christi","Texas","United States",64,"Hyatt Place","",103,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Digital Channels","Promoter"
"4772","TRANSIENT",957,"KING","2014-12-27",1,2,"BUSINESS",109.65,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",109.65,"Male","46-55","","",4,7,6,7,8,8,NA,8,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Detractor"
"4773","TRANSIENT",1207,"QUEN","2014-12-27",1,1,"BUSINESS",116.1,81.8,"CONFRM","TRANSIENT","UNITED STATES","","Future",116.1,"Female","36-45","","",5,4,NA,3,7,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Detractor"
"4774","TRANSIENT",960,"KING","2014-12-27",1,1,"BUSINESS",90.46,16,"CONFRM","TRANSIENT","","","Future",90.46,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Internet","Promoter"
"4775","TRANSIENT",965,"QUEN","2014-12-27",1,4,"BUSINESS",179,2,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",179,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"4776","TRANSIENT",205,"QUEN","2014-12-27",1,1,"LEISURE",199,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",199,"Female","26-35","","",7,9,NA,9,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Passive"
"4777","TRANSIENT",416,"RM2Q","2014-12-27",1,2,"BUSINESS",174.54,14,"CONFRM","TRANSIENT","UNITED ARAB EMIRATES","","Future",199,"Male","46-55","","",8,7,NA,8,8,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Passive"
"4778","TRANSIENT",124,"KING","2014-12-27",1,2,"LEISURE",161.1,36.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",161.1,"Male","66-75","","No",10,10,10,10,10,10,NA,10,9.5,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"4779","TRANSIENT",329,"KING","2014-12-27",1,1,"BUSINESS",179,134,"CONFRM","TRANSIENT","","","Future",179,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Internet","Promoter"
"4780","TRANSIENT",404,"RM2Q","2014-12-27",1,2,"LEISURE",179,54,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",179,"Male","46-55","","",10,9,NA,10,9,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center","Promoter"
"4781","TRANSIENT",409,"KING","2014-12-27",1,2,"LEISURE",139,186.85,"CONFRM","TRANSIENT","UNITED STATES","","Future",209,"Female","56-65","","No",10,9,9,9,9,9,NA,9,9,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"4782","TRANSIENT",313,"KING","2014-12-27",1,2,"LEISURE",144,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",144,"Prefer not to answer","26-35","","",8,7,NA,9,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Passive"
"4783","TRANSIENT",436,"RM2Q","2014-12-27",1,2,"BUSINESS",75,104,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",75,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center","Promoter"
"4784","TRANSIENT",432,"RM2Q","2014-12-27",1,2,"LEISURE",190,39.57,"CONFRM","TRANSIENT","UNITED STATES","","Future",179,"Male","46-55","","No",10,10,10,10,10,10,10,10,9,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"4785","TRANSIENT",530,"KING","2014-12-27",1,2,"BUSINESS",143.2,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",143.2,"Male","66-75","","",10,10,NA,10,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center","Promoter"
"4786","TRANSIENT",419,"DDBL","2014-12-27",1,2,"BUSINESS",76.75,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",76.75,"Male","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"4787","TRANSIENT",819,"DDBL","2014-12-27",1,1,"BUSINESS",51,30,"CONFRM","TRANSIENT","","","Past",51,"Male","56-65","","",9,9,NA,9,10,NA,NA,NA,NA,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Opaque","Promoter"
"4788","TRANSIENT",314,"KING","2014-12-26",2,2,"LEISURE",477.98,78,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",916,"Male","46-55","","",8,8,NA,10,8,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Passive"
"4789","TRANSIENT",2467,"VWKG","2014-12-26",2,2,"LEISURE",518,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",259,"Male","46-55","","",8,7,NA,8,10,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Passive"
"4790","",2210,"BUSQ","2014-12-26",2,1,"BUSINESS",218,0,"CONFRM","CONVENTION","UNITED STATES","Platinum","Past",218,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Promoter"
"4791","TRANSIENT",334,"QNQN","2014-12-25",3,4,"BUSINESS",579.3,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",579.3,"Female","46-55","","",10,10,10,10,10,10,10,10,10,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Promoter"
"4792","",902,"KING","2014-12-25",3,1,"BUSINESS",327,0,"CONFRM","CONVENTION","UNITED KINGDOM","","Past",109,"Female","36-45","","",10,9,9,9,10,9,NA,9,9,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"4793","TRANSIENT",2122,"KING","2014-12-27",1,2,"BUSINESS",60,38,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Past",60,"Male","46-55","","",10,10,NA,9,9,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"4794","TRANSIENT",2011,"VWKG","2014-12-26",2,1,"LEISURE",0,-14.77,"CONFRM","TRANSIENT","UNITED STATES","","Future",0,"Female","36-45","","",8,9,9,9,8,8,9,9,8,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Hotel","Passive"
"4795","TRANSIENT",721,"2BKN","2014-12-27",1,3,"LEISURE",99.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",99.2,"Female","56-65","","",10,9,10,9,10,9,7,8,8,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"4796","TRANSIENT",1623,"2KQN","2014-12-26",2,3,"BUSINESS",190.4,0,"CONFRM","TRANSIENT","","","Past",190.4,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Internet","Promoter"
"4797","TRANSIENT",1211,"2KQN","2014-12-26",2,2,"LEISURE",238,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",119,"Male","36-45","","",9,10,10,10,10,10,10,10,10,"Irving","Texas","United States",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
